,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND 1000 ML 081206602081,"8,128","8,024","10,001","7,741","9,685","11,898","9,319","9,252","9,810","8,611","8,458","10,873","6,470","8,667","7,867","8,485","8,216","11,262","7,250","7,989","10,511","10,020","9,141","12,423","7,663","6,917","10,232","8,198","8,692","9,174","7,044","8,389",359,354,438,343,426,524,408,406,433,377,372,478,283,380,347,368,361,495,314,342,458,426,398,544,340,300,447,355,381,401,307,363,203.6,204.16,205.59,203.14,204.79,204.44,205.53,205.24,204.02,205.71,204.91,204.68,205.82,205.31,204.1,207.53,204.88,204.69,207.99,210.48,206.78,211.84,206.5,205.61,203.13,207.85,205.84,207.79,205.19,205.71,206.37,207.91,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND 1750 ML 008723612000,434,"2,315",380,693,"1,939",394,135,127,347,146,502,291,313,263,306,547,404,286,357,82,221,208,132,100,133,,78,75,96,113,,89,15,64,15,26,46,14,5,5,12,5,15,10,11,10,14,25,19,22,19,4,8,6,6,4,4,,3,5,3,4,,3,148.87,186.93,130.42,137.06,217.32,144.49,138.43,130.83,148.42,149.74,170.16,149.59,146.23,135.21,112.35,111.04,109.32,66.88,96.68,105.04,142.05,170.71,113.11,129.13,170.9,,134.6,77.32,164.61,145.19,,152.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND 1750 ML 081206602079,"183,702","183,997","241,998","178,409","187,993","206,060","162,304","163,211","204,296","172,517","185,857","225,267","172,614","177,465","221,115","170,326","162,835","190,673","151,029","157,062","196,359","161,753","166,003","230,501","161,229","160,585","244,164","189,512","203,485","221,789","171,156","163,471","7,340","7,411","9,753","7,115","7,628","8,256","6,489","6,610","8,225","6,988","7,690","9,313","7,111","7,254","8,956","6,900","6,550","7,661","6,030","6,314","7,848","6,482","6,782","9,292","6,555","6,433","9,656","7,472","7,956","8,726","6,739","6,679",128.74,127.71,127.64,128.99,126.78,128.39,128.66,127.01,127.77,127,124.33,124.42,124.87,125.85,127,126.97,127.89,128.03,128.83,127.95,128.7,128.37,125.9,127.6,126.53,128.41,130.07,130.47,131.57,130.74,130.65,125.9,2.5,2.5,2.6,2.5,2.5,2.4,2.4,2.4,2.5,2.5,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.4,2.4,2.5,2.6,2.5,2.7,2.8,2.6,2.6,2.8,2.8,2.8,2.6,2.5,2.5
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND 375 ML 008723612003,22,24,37,,13,,,,11,129,,95,12,,10,191,201,89,89,127,36,38,55,,26,62,53,,,11,11,23,2,2,3,,1,,,,1,11,,9,1,,1,16,19,7,7,9,6,3,5,,2,5,4,,,1,1,2,270.84,284.1,292.56,,309.05,,,,268.81,286.95,,239.41,280.71,,241.91,288.23,259.97,288.77,318.55,349.36,144.96,300.56,287.76,,310.6,294.98,318.92,,,268.81,268.81,272.05,0,0,0,,0,,,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND 375 ML 072105905375,,14,24,39,12,18,30,,,13,,14,,,,,,,,64,,,,10,,,,,,6,,,,1,2,3,1,2,5,,,2,,1,,,,,,,,4,,,,1,,,,,,1,,,,333.1,288.92,311.76,285.48,216.63,143.3,,,156.39,,333.1,,,,,,,,349.36,,,,237.86,,,,,,142.62,,,,0,0,0,0,0,0,,,0,,0,,,,,,,,0,,,,0,,,,,,0,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND 375 ML 081206602078,221,275,233,226,146,172,231,288,92,152,232,193,183,113,244,111,201,127,301,76,361,63,464,328,25,12,291,114,101,160,24,12,19,25,21,20,13,15,21,25,10,14,20,17,17,10,21,10,17,11,26,6,33,5,42,30,2,1,23,8,8,13,2,1,282.01,259.29,269.87,271.19,271.93,283.66,264.2,275.09,222.57,263.92,272.66,275.66,262.55,276.95,282.35,266.77,279.25,284.26,276.64,289.79,262.52,276.52,261.81,259.07,300.96,297.38,308.64,325.29,290.71,292.28,288.92,285.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND 750 ML 008723612002,"1,224",156,76,351,145,441,276,327,397,309,166,750,445,537,88,312,56,140,173,67,252,91,141,76,20,27,36,72,122,58,10,29,57,9,5,20,14,26,16,18,22,25,11,45,29,27,5,14,3,12,13,5,19,6,7,5,1,3,3,4,6,5,1,2,258.9,208.37,181.75,215.84,124.48,202.85,212.98,223,216.42,149.48,183.77,201.77,184.04,241.6,211.63,264.6,223.88,140.35,159.62,160.31,155.69,182.68,230.81,181.66,240.84,108.32,143.4,215.75,238.28,139.66,120.36,174.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND DSTL 750 ML 081206602080,"59,795","56,255","69,598","60,703","56,419","68,040","51,988","58,412","65,189","57,229","65,719","85,119","58,656","51,028","69,371","54,375","51,609","58,953","48,727","44,503","57,471","43,088","42,903","59,005","42,811","45,619","53,941","41,464","38,873","39,612","33,277","40,880","3,315","3,094","3,878","3,341","3,104","3,662","2,857","3,215","3,565","3,159","3,674","4,867","3,307","2,856","3,815","2,978","2,784","3,366","2,800","2,576","3,195","2,416","2,371","3,208","2,350","2,547","3,006","2,248","2,078","2,118","1,768","2,138",216.56,218.26,215.46,218.14,218.19,223.03,218.46,218.11,219.54,217.5,214.72,209.95,212.92,214.52,218.28,219.19,222.52,210.27,208.89,207.38,215.96,214.12,217.23,220.78,218.73,215.03,215.43,221.4,224.53,224.47,225.89,229.53,1.1,1.1,1.1,1.2,1.1,1.1,1.1,1.1,1.1,1.2,1.4,1.4,1.3,1.2,1.2,1.1,1,1,1,0.9,0.9,0.9,0.9,1.1,1,0.9,0.8,0.8,0.8,0.7,0.6,0.7
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND ORGN 1000 ML 072105905100,,,23,,,,,,,,,,21,,,,,,,,,22,,,,,,,,,,22,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,207.32,,,,,,,,,,187.57,,,,,,,,,195.41,,,,,,,,,,195.41,,,0,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND ORGN 1750 ML 072105905175,"5,618","11,013","16,586","10,613","21,193","21,223","21,214","15,957","10,611","16,002","10,622","10,901",296,"16,502",139,112,153,227,82,26,49,173,26,84,71,136,,28,55,,29,30,168,329,496,317,633,635,634,477,317,478,318,326,9,494,7,10,11,12,3,1,2,5,1,2,2,5,,1,1,,1,1,172.11,172.15,172.14,171.98,172.22,172.05,172.25,172.21,172.27,172.31,171.83,172.22,170.28,172.01,101.82,57.57,71.49,97.25,141.46,133.97,125.86,168.23,136.55,216.66,182.47,140.09,,145.31,278.21,,149.49,154.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND ORGN 200 ML 072105905200,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.91,,360.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND ORGN 50 ML 072105905050,3,3,3,,14,10,3,,7,3,,,,3,,,,7,,3,3,,,3,,,,,,,,,1,1,1,,4,3,1,,2,1,,,,1,,,,2,,1,1,,,1,,,,,,,,,581.67,581.67,581.67,,634.55,615.88,581.67,,634.55,581.67,,,,581.67,,,,634.55,,581.67,581.67,,,581.67,,,,,,,,,0,0,0,,0,0,0,,0,0,,,,0,,,,0,,0,0,,,0,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND ORGN 750 ML 072105905750,356,342,256,915,18,46,166,75,41,578,211,679,22,35,20,61,,,,138,,68,51,509,154,67,174,18,,5,161,,20,25,19,46,1,4,10,5,3,29,17,35,2,2,1,3,,,,11,,4,3,21,8,5,11,1,,1,13,,208.98,164.21,161.85,237.61,216.51,138.14,209.03,180.31,163.88,238.66,146.82,234.39,134.61,209.46,240.84,245.88,,,,155.97,,204.08,203.88,290.88,217.79,161.15,198.66,216.75,,60.24,151.27,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,,0,0,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND PLST 750 ML 072105905755,,18,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,216.75,,,,,,,,,,,,216.75,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND PRHB EDTN 750 ML 008723612007,144,62,280,775,363,212,169,121,136,105,"1,290","1,319",457,16,45,,,,,,,28,,56,33,,,,,,,,5,2,9,38,18,7,6,5,6,5,81,81,28,1,3,,,,,,,1,,2,2,,,,,,,,345.2,371.14,373.21,244.84,242.44,362.83,338.88,290.91,272.28,251.34,191.13,195.52,195.88,198.68,178.08,,,,,,,337.23,,335.21,197.49,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,,0,0,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK BLND PRHB EDTN 750 ML 081206602076,"6,341","6,524","7,088","3,878","4,188","4,048","3,421","5,970","3,404","1,427","2,425","2,209",808,257,518,238,"2,168","1,376","3,612",652,501,791,"1,034","1,245",610,"1,186",485,597,338,283,428,233,254,275,288,167,200,164,121,267,154,63,144,111,37,11,23,10,147,65,203,33,18,31,40,63,27,50,21,25,14,13,17,11,299.28,284.96,295.44,278.75,251.15,295.54,338.73,268.54,265.36,271.86,202.2,237.98,259.69,280.34,270.61,285.88,177.57,252.18,214.07,236.47,334.18,307.84,310.39,239,272.57,282.35,271.02,286.56,289.73,259.12,302.38,254.79,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,CUTTY SARK,CUTTY SARK,CTY SRK SCTC WHSK DRNK CNTN SET 1 CT 081206602119,211,218,197,288,135,275,166,141,57,144,137,304,209,19,76,95,76,95,57,38,,57,38,171,38,,38,57,38,114,19,,11,10,10,13,7,13,8,7,3,7,7,16,11,1,4,5,4,5,3,2,,3,2,9,2,,2,3,2,6,1,,19.22,21.84,19.69,22.14,19.28,21.14,20.67,19.98,18.99,20.56,19.56,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,,18.99,18.99,18.99,18.99,,18.99,18.99,18.99,18.99,18.99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK DRNK CNTN 1 CT 008427999764,"1,160",520,343,367,58,137,20,278,372,230,250,394,26,108,26,,,38,25,25,,50,,,,27,27,,,27,27,,45,22,13,14,2,5,1,10,16,8,9,15,1,4,1,,,2,1,1,,2,,,,1,1,,,1,1,,25.73,23.79,26.39,26.24,28.98,27.38,20,26.61,23.33,27.11,26.88,25.71,25.99,27.12,25.99,,,18.99,24.98,24.98,,24.98,,,,26.98,26.98,,,26.98,26.98,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,,,0,0,,,0,0,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK DRNK CNTN SET 1 CT 008427900179,854,299,524,189,84,98,69,23,,156,"2,568","5,222","1,229",649,435,169,107,87,91,222,52,48,"2,067","3,240",787,372,89,,,,66,,33,12,21,8,5,5,4,1,,6,93,188,48,29,17,6,4,4,4,10,2,2,84,138,33,16,4,,,,2,,25.87,24.94,24.97,23.66,16.79,19.6,17.25,22.5,,26.06,27.61,27.73,25.56,22.37,25.6,28.15,26.74,21.83,22.67,22.23,25.82,24.02,24.6,23.48,23.85,23.22,22.24,,,,32.98,,0,0,0,0,0,0,0,0,,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK DRNK CNTN SET 1 CT 008427999280,784,339,378,361,250,286,95,294,569,241,"1,087","3,503",942,946,465,301,"1,027",382,338,676,335,472,783,"5,673","3,090",775,154,102,140,294,501,105,37,16,17,15,12,13,4,12,25,11,46,165,47,42,22,14,46,19,16,31,13,23,37,256,130,31,7,4,6,12,24,5,21.19,21.21,22.23,24.06,21.6,21.99,23.87,23.66,22.37,21.95,23.84,21.21,19.91,22.64,21.12,21.52,22.22,20.11,20.67,22.11,25.25,20.54,21.17,22.14,23.8,24.6,22.07,25.62,23.37,24.51,20.79,21,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SNGL MLT 12 YR 750 ML 008330007519,,,,19,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.8,,366.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SNGL SPYS MLT 750 ML 008427900151,202,389,526,174,311,547,542,650,964,"1,397",637,718,469,417,370,518,533,"1,134","1,393","2,052","2,657","2,639","2,224","4,271","1,719","1,883","2,037","2,311","2,086","1,764","1,460","1,739",8,15,20,7,12,20,20,24,36,51,24,27,18,16,14,20,20,44,51,75,95,95,80,151,60,62,66,78,67,56,46,57,303.18,311.54,315.7,298.34,310.82,328.09,325.37,325.02,321.28,326.19,318.74,319.1,313.06,313.05,317.15,311.1,320.02,309.33,327.47,329.66,334.03,334.39,334.88,340.3,343.99,364.11,370.3,355.15,371.95,377.1,381,364.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SNGL SPYS MLT 750 ML 008427998150,"25,700","21,619","28,710","24,949","30,948","30,510","20,278","35,682","28,963","30,984","29,060","53,915","28,421","28,828","37,834","32,022","36,809","42,106","29,355","32,869","38,341","37,753","32,439","52,449","31,080","25,977","26,753","36,602","26,045","38,157","21,608","19,785",791,644,801,704,928,918,584,"1,060",802,862,849,"1,556",804,809,"1,057",958,"1,132","1,303",883,970,"1,139","1,194","1,023","1,586",922,765,741,"1,711",689,"1,012",566,531,390.09,402.92,430.42,425.55,400.52,398.95,416.51,404.13,433.54,431.3,410.82,415.9,424.16,427.8,429.59,401.45,390.46,387.87,399.17,406.8,404.23,379.53,380.53,396.93,404.65,407.48,433.22,256.87,453.77,452.45,458.25,447.02,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.4,0.4,0.4,0.5,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.4,0.3,0.5,0.4,0.5,0.4,0.4
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SNGL SPYS MLT 750 ML 008427998250,"12,346","13,261","18,198","13,573","13,346","16,446","13,396","13,169","17,811","14,876","16,060","25,446","12,948","12,393","14,421","12,167","11,292","15,220","10,768","11,064","17,710","11,184","11,486","16,441","7,653","10,552","11,232","11,667","13,808","12,372","9,484","11,006",550,586,820,603,597,760,602,589,800,666,727,"1,153",570,526,598,519,490,687,457,472,763,486,485,697,304,412,430,448,524,467,354,419,269.4,271.71,266.47,270.17,268.27,259.77,267.16,268.29,267.42,268.23,265.38,264.86,272.74,282.98,289.33,281.51,276.73,265.79,282.97,281.57,278.65,276.52,284.04,283.21,302.19,307.55,313.57,312.73,316.33,318.31,321.55,315.36,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SNGL SPYS MLT 750 ML 008427998251,648,250,368,49,41,164,152,149,316,101,99,267,104,120,58,98,,51,157,49,210,98,53,437,235,272,25,,49,,,,13,5,7,1,1,3,3,3,6,2,2,5,2,2,1,2,,1,3,1,4,2,1,9,6,8,1,,1,,,,591.14,599.45,631.12,590.24,493.98,655.88,607.84,595.88,631.88,604.67,592.7,640.17,622.64,718.44,698.68,586.71,,614.34,627.88,590.24,632.01,586.71,638.43,583.21,470.88,408.29,301.21,,590.24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SNGL SPYS MLT 750 ML 008427998650,,,,,,35,,,,,,,,30,100,,,,33,80,31,,31,,,36,,,69,,,,,,,,,1,,,,,,,,1,5,,,,1,5,1,,1,,,1,,,2,,,,,,,,,421.57,,,,,,,,361.33,239.57,,,,397.47,191.73,379.4,,379.4,,,433.61,,,413.05,,,,,,,,,0,,,,,,,,0,0,,,,0,0,0,,0,,,0,,,0,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SPYS SNGL MLT 1750 ML 008427999957,180,180,320,315,590,318,842,193,,,90,482,42,72,24,110,473,96,,,90,34,,852,200,193,40,152,56,120,,,4,4,7,7,13,7,19,9,,,2,12,1,3,1,3,12,4,,,2,1,,19,5,4,1,3,1,3,,,231.27,231.26,235.03,231.35,224.98,233.56,223.01,110.22,,,231.31,213.69,216.44,123.45,123.66,189.5,199.9,123.34,,,230.8,173.14,,232.16,205.71,248.66,206.13,260.67,285.94,205.78,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SPYS SNGL MLT 750 ML 008427999094,,,,,250,,255,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"3,012.05",,"3,072.17",,,,,"3,012.05",,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SPYS SNGL MLT 750 ML 008427999461,"2,076","9,042","7,441","14,166","7,416","3,152","2,813","2,525","19,813","7,211","5,372","6,190","5,173","3,106","2,297","1,566","2,421","1,818",987,"1,958","2,709","4,481","1,918","5,405","2,582","1,951","1,731","1,740","1,583","3,808","1,107","2,827",78,368,296,581,299,119,102,95,811,286,215,236,207,112,83,58,97,69,37,72,100,181,71,215,102,70,61,63,53,155,37,108,319.52,294.6,301.91,292.8,297.48,318.44,330.56,318.02,293.27,302.25,299.87,314.89,300.17,331.71,332.2,325.18,298.55,316.22,320.12,325.26,325.37,296.77,322.3,301.9,305.08,333.57,339.52,333.4,355.14,295.25,358.69,313.79,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SPYS SNGL MLT 750 ML 008427999736,90,90,"4,665",76,,,,,,,85,382,266,150,,,,175,270,,100,90,,,,,,,90,,,209,1,1,42,1,,,,,,,1,5,4,3,,,,2,3,,2,1,,,,,,,1,,,2,"1,084.22","1,084.22","1,345.94",921.57,,,,,,,"1,023.98",916.95,800.24,600,,,,"1,047.67","1,079.60",,598.68,"1,084.22",,,,,,,"1,084.22",,,"1,251.32",0,0,0,0,,,,,,,0,0,0,0,,,,0,0,,0,0,,,,,,,0,,,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SPYS SNGL MLT 750 ML 008427999803,908,639,543,420,"1,718","1,372","1,598","1,144","3,000","1,594","3,240","1,815","2,299","3,089","1,866","2,833","1,768","2,170","2,413","2,920","3,070","1,813","1,756","3,991","2,597","2,681","4,025","2,055","2,572","2,733","1,880","1,763",34,24,21,16,61,52,59,42,111,59,122,68,81,108,75,117,67,85,95,120,122,66,68,158,102,102,154,78,95,116,69,63,324.1,319.84,310.69,315.33,337.4,316.86,325.05,326.99,325.15,322.24,319.3,320.5,339.72,342.26,298.56,290.93,316.07,305.61,303.76,291.37,302.35,327.82,310.18,302.51,306.91,315,313.48,315.73,324.3,283.19,326.12,336.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0
Total US xAOC,ALCOHOL,WHISKEY,WHISKEY SCOTCH,375 PARK AVENUE SPIRITS,GLEN MORAY,GLEN MORAY,GLN MRY SCTC WHSK SPYS SNGL MLT 750 ML 008427999804,647,671,962,749,632,422,277,219,649,359,"1,111","1,394",972,774,"1,196",427,"1,046",856,588,712,498,651,478,"1,427",222,201,268,787,979,521,204,213,22,24,35,27,22,16,10,8,24,13,41,51,38,33,45,18,36,32,23,25,18,22,16,47,7,6,9,25,32,16,6,7,349.93,342.44,325.64,336.35,348.94,316.46,332.41,329.46,324.54,331.63,325.32,327.92,307.03,281.42,321.91,284.94,345.21,324.37,306.93,346.39,332.44,347.81,348.92,368.26,372.43,391.77,357.21,374.57,370.78,393.27,406.36,363.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
