,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,MARGARITAVILLE,MARGARITAVILLE,MRGR RUM SLVR PRMM 80 PRF 750 ML 063619115140,,,17,62,,,10,363,,,178,14,159,476,159,,,,,,,,,,,,,255,,,,,,,1,4,,,1,18,,,21,1,18,53,18,,,,,,,,,,,,,15,,,,,,,204.82,186.19,,,120.48,239.91,,,103.55,168.55,107.93,107.93,107.93,,,,,,,,,,,,,203.88,,,,,,,0,0,,,0,0,,,0,0,0,0,0,,,,,,,,,,,,,0,,,,
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,MR. BOSTON,MR. BOSTON,MR BST LGHT RUM 80 PRF 1000 ML 008900001291,"7,908","7,882","10,003","8,903","8,262","10,413","9,113","9,685","10,794","8,677","8,935","14,508","10,396","7,795","9,655","8,305","8,807","11,393","7,861","8,150","9,952","8,226","8,825","13,757","9,819","7,996","8,271","7,156","6,617","8,237","7,002","6,599",998,994,"1,245","1,080","1,018","1,304","1,147","1,201","1,363","1,097","1,168","1,906","1,377","1,031","1,276","1,093","1,191","1,501","1,043","1,081","1,297","1,073","1,162","1,796","1,285","1,029","1,121",990,916,"1,143",962,913,71.31,71.36,72.31,74.19,73.03,71.89,71.48,72.57,71.29,71.19,68.83,68.51,67.93,68.07,68.12,68.39,66.56,68.32,67.81,67.84,69.07,69.04,68.39,68.95,68.76,69.95,66.42,65.07,65.01,64.88,65.54,65.08,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,MR. BOSTON,MR. BOSTON,MR BST LGHT RUM 80 PRF 1750 ML 008900000186,"24,630","26,540","32,304","26,844","27,490","36,772","27,690","28,008","33,581","27,685","26,642","37,086","25,205","26,261","30,760","24,432","25,758","31,116","27,311","23,809","33,302","24,712","25,137","32,797","24,448","26,441","40,732","30,255","28,213","31,581","25,311","22,375","1,783","1,910","2,340","1,941","1,968","2,650","2,023","2,024","2,440","2,010","1,923","2,691","1,830","1,890","2,225","1,759","1,847","2,238","1,964","1,710","2,389","1,793","1,803","2,376","1,757","1,895","2,932","2,187","2,050","2,271","1,829","1,616",71.07,71.48,71.01,71.13,71.85,71.38,70.4,71.19,70.81,70.86,71.28,70.88,70.86,71.46,71.13,71.43,71.73,71.51,71.54,71.61,71.7,70.91,71.74,71,71.6,71.76,71.47,71.17,70.8,71.52,71.17,71.21,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.4,0.4
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,MR. BOSTON,MR. BOSTON,MR BST LGHT RUM 80 PRF 750 ML 008900001292,"3,054","1,927","2,996","1,356","1,776","3,890","3,012","2,028","2,825","1,673","1,471","1,659","1,022","1,468","1,310","1,197","1,810","1,759","1,184","1,157","1,605","2,085","1,807","1,648","1,253","1,144","3,131","3,464","3,629","2,656","3,209","2,419",342,215,335,152,198,435,337,227,316,187,165,186,115,164,147,134,203,199,134,133,184,234,203,190,146,132,352,391,408,299,359,272,107.36,107.45,107.35,107.06,107.45,107.44,107.35,107.44,107.35,107.44,107.08,106.97,106.68,107.3,106.65,107.04,107.33,106.03,105.72,104.73,104.97,106.82,106.72,104.28,103.19,104.27,106.69,106.34,106.83,106.72,107.24,106.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,MYERS'S,MYERS'S PLATINUM,MYRS PLT WHT RUM 80 PRF 1000 ML 008700000752,330,150,127,225,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,36,20,17,30,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,81.28,67.42,67.41,67.42,,,,,67.48,67.48,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,MYERS'S,MYERS'S PLATINUM,MYRS PLT WHT RUM 80 PRF 1750 ML 008700070052,94,312,356,180,210,233,232,157,75,,,25,,50,50,173,47,117,100,25,75,,25,96,,64,117,272,271,134,21,23,8,19,29,12,15,9,9,6,3,,,1,,2,2,7,4,5,4,1,3,,1,4,,2,5,11,11,6,1,1,60.44,84.37,63.09,77.26,71.96,133.06,132.47,134.55,128.54,,,128.76,,128.43,128.43,127.38,60.36,120.29,128.43,128.76,128.54,,128.76,123.3,,164.45,120.29,127.13,126.66,114.85,108.2,121.08,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,MYERS'S,MYERS'S PLATINUM,MYRS PLT WHT RUM 80 PRF 750 ML 008700000753,"2,266","1,971","4,285","2,731","3,638","5,274","3,908","3,357","2,427","1,565","1,634","3,180","1,851","1,985","3,594","3,047","2,535","6,048","5,692","4,339","3,152","2,876","3,076","6,697","2,208","3,538","4,262","4,928","6,710","10,070","5,058","4,433",188,158,320,228,289,407,313,256,185,118,119,237,147,151,272,232,192,463,462,336,241,228,244,530,166,277,330,379,524,799,397,348,144.52,150.13,160.52,143.79,151.19,155.7,149.83,157.39,157.34,159.45,164.47,160.94,151.03,157.41,158.36,157.34,158.28,156.92,147.88,154.8,156.87,151.12,151.04,151.57,160.07,153.45,155.25,156.14,153.65,151.39,152.88,153.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF 1000 ML 008700020220,"5,965","5,422","9,173","7,579","10,214","13,111","9,641","8,721","8,029","4,933","5,601","7,776","5,183","4,912","5,759","4,503","6,260","9,721","8,776","7,053","7,325","4,312","3,906","6,987","4,162","2,906","5,485","6,303","6,964","10,276","8,174","7,329",359,334,591,479,641,816,591,541,499,300,335,468,305,290,338,269,381,573,523,432,432,247,225,397,233,165,311,386,412,583,470,417,149.74,145.91,139.81,142.49,143.47,144.55,146.88,144.97,144.75,147.78,150.61,149.5,152.92,152.45,153.36,150.93,148.07,152.77,150.99,147.08,152.68,157.1,156.4,158.28,160.66,158.46,158.84,147.07,152.33,158.73,156.4,158.38,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF 200 ML 008700000292,375,383,468,724,581,644,765,567,724,310,193,245,161,275,49,5,9,114,61,6,19,10,,,,,,,,,,,83,77,92,136,106,142,165,118,139,67,33,54,35,54,8,1,2,18,13,1,4,2,,,,,,,,,,,202.38,224.13,229.09,240.46,246.6,204.52,209.29,217.09,234.87,208.9,262.9,205.29,205.09,230.49,270.04,226.82,215.46,291.64,210.62,272.27,213.03,226.82,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF 750 ML 008700020221,"111,529","98,844","133,325","101,440","106,508","111,302","52,242","27,457","28,375","12,607","10,988","11,689","8,027","5,192","6,262","5,197","4,904","5,793","6,227","2,835","2,986","2,164","1,648","2,721","1,570",742,"2,828","2,148","4,177","3,080","1,370","1,137","8,823","7,667","10,479","8,162","8,845","9,044","4,020","2,067","2,036",914,907,872,574,390,466,361,360,435,440,193,210,139,119,178,113,55,194,144,274,203,102,79,151.75,154.78,152.74,149.21,144.55,147.74,156,159.44,167.29,165.59,145.51,160.98,167.89,159.65,161.26,172.71,163.4,159.8,169.78,176.71,170.61,187.17,165.7,183.55,167.27,160.6,175.04,178.62,182.78,181.72,160.72,173.07,4.9,4.5,4.8,4.5,4.6,3.5,2,1.2,0.7,0.5,0.4,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF PLST 10PK 50 ML 008700020206,,,,,,10,,20,128,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,10,,20,129,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,17.81,,17.81,17.81,,,17.81,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,0,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF PLST 1750 ML 008200074457,"58,818","60,738","80,918","67,562","79,215","115,222","94,325","72,315","81,171","57,397","62,831","86,309","57,681","50,649","69,451","58,520","65,676","95,264","96,288","72,586","85,561","60,690","61,398","96,387","58,613","54,531","98,662","92,499","101,091","138,956","119,185","90,181","2,700","2,854","3,764","3,222","3,823","5,551","4,383","3,365","3,746","2,691","2,920","4,052","2,666","2,316","3,155","2,696","2,988","4,412","4,469","3,374","4,035","2,882","2,935","4,573","2,818","2,595","4,689","4,319","4,743","6,450","5,636","4,261",112.07,109.49,110.6,107.86,106.6,106.77,110.7,110.56,111.48,109.73,110.69,109.56,111.31,112.5,113.24,111.67,113.07,111.07,110.82,110.67,109.07,108.34,107.6,108.43,106.99,108.09,108.24,110.16,109.63,110.82,108.78,108.87,1.8,1.9,2,2.1,2.3,2.5,2.6,2.2,1.9,1.8,1.9,2,1.8,1.6,1.7,1.9,2,2.3,2.6,2.2,2.1,1.9,2,2.2,1.9,1.8,2.1,2.3,2.5,2.5,2.7,2.3
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF PLST 1750 ML 008800403700,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.17,113.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF PLST 50 ML 008700000293,920,866,"1,275",950,"1,627","1,780",894,"1,072",983,701,538,"1,215","1,343",990,718,601,572,642,"1,185",716,755,890,415,"1,312",592,251,683,965,"1,428","1,158",513,500,657,557,934,675,"1,155","1,265",603,783,651,555,441,898,"1,127",849,536,454,444,507,868,596,703,748,384,"1,061",479,218,605,910,"1,343","1,067",471,485,250.13,277.35,243.73,251.26,251.66,251.22,264.81,244.67,269.5,225.24,217.84,241.64,212.8,208.2,239.13,236.68,230.09,226.27,243.79,214.24,191.72,212.57,192.99,220.9,220.59,205.7,201.55,189.34,189.86,193.86,194.4,184.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0.1,0.1,0.1,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF PLST 50 ML 008800403533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,24,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,20,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.47,217.59,180.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF PLST 750 ML 008700000418,"17,344","20,477","29,930","33,608","39,976","72,491","94,112","80,383","94,725","70,685","76,761","120,723","93,864","85,378","104,400","82,908","94,041","152,848","156,184","106,736","114,595","82,300","78,350","132,161","88,891","72,190","127,982","127,588","146,041","177,627","168,639","114,048","1,404","1,650","2,425","3,211","3,445","6,029","8,006","6,806","8,050","5,729","6,200","10,043","7,950","7,342","8,476","6,848","7,990","12,795","13,155","8,959","9,623","7,063","6,679","11,181","7,569","6,109","10,791","10,824","12,310","14,951","14,147","9,499",148.3,148.96,148.17,125.63,139.31,144.35,141.12,141.78,141.26,148.12,148.63,144.31,141.73,139.61,147.87,145.35,141.3,143.4,142.53,143.03,142.96,139.89,140.83,141.9,140.98,141.87,142.37,141.51,142.43,142.63,143.1,144.14,0.6,0.7,0.7,1,1.3,2.1,3.5,3.4,3.4,3.4,3.5,4.1,4.1,4,3.9,4,4.2,5.1,5.7,4.9,4.6,4.3,4.2,5.1,4.3,4,4.6,5,5.2,4.9,5,4.3
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 42 PRF PLST 750 ML 008800403657,,,,,,,,,,,,,,,,,,,,,,,15,,150,45,62,28,103,728,336,106,,,,,,,,,,,,,,,,,,,,,,,1,,31,9,10,3,8,116,41,12,,,,,,,,,,,,,,,,,,,,,,,180.6,,58.16,60.55,74.31,111.84,155.02,75.3,98.48,106.38,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 48 PRF PLST 750 ML 008700000417,,,,,,,,,,,,,,,,,,12,12,,,,12,,,12,12,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,144.46,144.46,,,,144.46,,,144.46,144.46,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,0,0,,,,,
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 90 PRF 1000 ML 008200000231,"16,445","17,037","23,705","19,757","27,034","37,907","36,840","30,606","29,602","20,295","20,939","28,101","20,985","18,621","22,745","21,928","25,330","40,938","42,246","29,164","31,228","22,150","19,574","30,233","19,006","17,454","34,886","33,940","42,021","57,126","54,110","40,270",869,897,"1,248","1,040","1,423","1,995","1,939","1,612","1,559","1,068","1,102","1,479","1,104",979,"1,197","1,153","1,333","2,154","2,222","1,534","1,642","1,164","1,030","1,590","1,001",919,"1,836","1,786","2,211","3,008","2,850","2,121",170.42,170.89,170.95,171,171.04,171.03,171.01,170.92,170.92,170.98,170.97,171.03,171.03,171.19,171.05,171.18,171.01,171.09,171.12,171.1,171.14,171.27,171.07,171.15,170.92,170.98,171.04,171.08,171.08,170.92,170.89,170.92,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.4
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 90 PRF 750 ML 008200000230,"25,962","27,857","34,407","28,909","32,751","39,099","30,304","25,959","31,298","21,286","21,901","29,517","21,707","22,195","28,931","25,854","22,450","32,160","31,846","24,606","29,901","20,186","20,356","30,671","22,010","21,731","31,274","33,476","37,903","44,046","41,396","35,068","1,614","1,718","2,157","1,772","2,028","2,418","1,958","1,602","1,911","1,288","1,331","1,790","1,301","1,373","1,761","1,541","1,376","1,991","1,948","1,511","1,850","1,327","1,363","1,989","1,416","1,414","2,091","2,251","2,492","2,928","2,783","2,379",193.05,194.7,191.49,195.88,193.88,194.14,185.79,194.53,196.66,198.44,197.58,197.96,200.23,194.12,197.24,201.47,195.93,193.94,196.3,195.55,193.99,182.55,179.26,185.12,186.61,184.51,179.55,178.51,182.56,180.61,178.58,176.94,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.5,0.5,0.5,0.5,0.5
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 90 PRF PLST 1750 ML 008200000232,746,608,535,421,905,633,812,443,848,460,565,769,317,442,"1,411",666,764,310,342,891,880,382,784,"1,298",830,750,"3,254","2,325","1,982","2,257","1,358","1,758",26,21,19,14,33,23,28,16,29,16,20,27,11,15,49,23,28,11,12,31,31,13,28,45,29,27,116,84,72,83,48,67,147.58,148.95,144.84,154.76,140.68,141.61,149.19,142.53,150.34,148.05,145.41,146.57,148.17,151.42,148.15,149.07,140.44,145,146.71,147.92,146.08,151.04,143.95,148.43,147.2,144.6,143.87,142.64,140.72,140.41,145.47,134.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 90 PRF PLST 50 ML 008200000228,35,,138,149,179,"1,384","1,178",871,"1,326","1,319","1,337","1,853","1,383","1,506","1,971","1,590","1,707","2,061","2,623","5,882","4,774","1,308","1,488","2,590","1,712","1,335","1,143",263,204,373,308,289,18,,94,123,144,"1,390","1,171",880,"1,294","1,332","1,351","1,828","1,383","1,525","2,026","1,620","1,754","2,068","2,599","5,906","4,773","1,301","1,485","2,583","1,712","1,333","1,141",256,194,354,306,287,356.6,,262.28,216.13,221.68,177.84,179.56,176.8,182.96,176.81,176.78,180.97,178.6,176.35,173.72,175.24,173.76,178.01,180.17,177.85,178.63,179.49,179.01,179.07,178.62,178.76,178.94,183.35,188.01,188.04,179.32,180.03,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM CCNT 90 PRF PLST 50 ML 008800403532,,,,,,,,,,,,,,,,,,,,,,,,,,534,"1,313","1,065",922,391,180,173,,,,,,,,,,,,,,,,,,,,,,,,,,712,"1,751","1,416","1,163",374,168,162,,,,,,,,,,,,,,,,,,,,,,,,,,133.94,133.93,134.26,141.61,186.96,190.88,190.97,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM KEY LM 42 PRF PLST 750 ML 008200074192,"2,365","2,451","3,709","3,634","4,427","8,599","5,200","4,485","4,774","2,173","3,238","3,322","2,991","2,999","4,533","2,687","2,936","4,350","6,166","3,632","4,091","2,371","1,798","2,693","2,182","2,156","2,603","2,297","3,333","3,914","4,012","3,170",186,186,281,288,379,689,446,371,382,161,234,274,250,241,348,207,229,344,466,277,312,183,177,246,188,203,224,188,289,308,319,271,153,157.83,158.42,151.22,140.3,149.88,139.81,145.3,150.12,161.69,166.02,145.39,143.8,149.23,156.34,155.87,153.58,152.02,158.7,157.34,157.63,155.16,122.17,131.68,139.1,127.27,139.61,146.32,138.43,152.33,151.2,140.55,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM MNG 42 PRF 750 ML 008700050503,"20,800","17,684","24,953","20,787","22,878","32,394","26,661","18,763","24,094","17,302","14,337","17,464","16,534","13,569","17,420","14,341","15,402","27,569","23,792","19,447","21,909","15,592","12,322","18,624","15,236","12,395","19,009","15,709","17,050","24,181","22,415","15,109","1,782","1,395","2,027","1,861","2,123","3,040","2,854","1,825","2,652","1,807","1,195","1,590","1,554","1,151","1,397","1,331","1,551","2,699","2,341","1,886","2,120","1,553","1,240","1,843","1,567","1,256","1,835","1,512","1,585","2,255","2,039","1,371",140.12,152.19,147.75,134.12,129.35,127.93,112.14,123.42,109.08,114.94,144.08,131.83,127.71,141.5,149.74,129.39,119.2,122.61,122.03,123.76,124.07,120.54,119.28,121.35,116.74,118.48,124.38,124.74,129.15,128.75,131.96,132.27,1.2,1,1.1,1.1,1.3,1.3,1.4,1,1.1,1,0.8,0.9,0.9,0.8,0.8,0.9,1,1.2,1.3,1.3,1.1,1,0.9,1.1,1.1,0.9,1,1,1,1.2,1.3,1
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM MNG 42 PRF PLST 1750 ML 008200074459,22,,,,,,22,,,,,,,,,22,43,43,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,2,2,,,,,,,,,,,,,,,113.35,,,,,,113.35,,,,,,,,,111.29,111,111,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM MNG 42 PRF PLST 750 ML 008800403705,,,,,,,,,,,,,,,,,,,,,,,,,,7,,32,60,14,41,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,5,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,84.34,,96.1,143.14,165.42,164.76,165.42,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM NTRL CCNT 42 PRF 375 ML 008700000145,375,405,"1,032",560,"1,230",791,"1,081",626,"1,066",199,217,496,323,516,423,460,276,646,367,193,750,173,205,332,204,133,227,78,330,328,735,373,46,55,141,75,144,100,143,86,131,26,30,60,41,64,53,58,35,70,50,25,87,23,24,38,23,13,25,10,38,38,78,46,197.5,177.79,175.05,179.99,205.15,190.61,181.38,175.13,195.87,181.96,175.12,198.62,187.6,193.81,190.07,188.67,188.26,221.65,177.67,185.11,206.89,182.02,207.96,210.13,212.36,242.68,216.87,186.57,208.09,206.39,224.74,194.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM NTRL CCNT 48 PRF 1750 ML 008700020203,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM NTRL CCNT 48 PRF 375 ML 008700000143,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM NTRL MNG 42 PRF 1000 ML 008700050508,50,183,131,176,118,415,253,95,276,199,95,106,158,203,490,49,40,101,81,34,47,,15,,15,23,14,15,84,96,79,78,3,11,8,11,7,32,16,9,31,16,7,8,11,15,106,3,3,9,5,2,3,,1,,1,1,1,1,5,6,5,5,151.02,149.92,147.39,144.34,151.07,116.76,142.22,95.16,80.27,111.68,121.7,119.38,129.38,121.75,41.61,146.85,120.09,101.47,145.59,153.06,141.05,,135.05,,135.05,207.12,128.74,135.05,150.27,143.84,142,140.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,RUM,RUM LIGHT,SAZERAC COMPANY INC,PARROT BAY,PARROT BAY,PRT BAY RUM NTRL MNG 42 PRF TS 50 ML 008700000428,4,1,33,,,,,2,,,2,,,,,,2,,2,,,,,2,4,,,,6,,,,3,1,26,,,,,2,,,2,,,,,,2,,2,,,,,2,3,,,,5,,,,220.59,208.33,222.6,,,,,200,,,200,,,,,,200,,216.36,,,,,216.36,210,,,,212.5,,,,0,0,0,,,,,0,,,0,,,,,,0,,0,,,,,0,0,,,,0,,,
