,,,,,,,,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Units,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,Avg EQ Price,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV,%ACV
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CAMPARI GROUP,ESPOLON,ESPOLON,ESPL RPSD TQL 80 PRF 375 ML 066480400038,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,776,"1,459","1,887","3,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,7,52,96,127,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.04,358.14,365.72,356.51,356.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.1,0.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CAMPARI GROUP,ESPOLON,ESPOLON,ESPL RPSD TQL 80 PRF 750 ML 066480400005,,,,,,,,,,,,,20,20,,,20,,,,,20,,20,80,,,,,20,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,1,4,,,,,1,,,,,,,,,,,,,,,240.84,240.84,,,240.84,,,,,240.84,,240.84,240.12,,,,,240.84,,,,,,,,,,,,,,,0,0,,,0,,,,,0,,0,0,,,,,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CAMPARI GROUP,ESPOLON,ESPOLON,ESPL RPSD TQL 80 PRF 750 ML 072105970751,"279,022","303,098","377,799","337,750","454,187","508,840","460,104","435,097","490,623","394,194","416,092","524,171","383,633","421,011","506,340","453,989","553,197","661,468","588,295","525,816","644,423","508,416","469,963","643,876","462,760","484,562","839,924","938,520","1,242,141","1,122,619","930,469","815,739","12,718","13,712","16,919","15,451","20,587","22,345","20,141","18,743","21,531","17,608","18,422","23,249","17,087","18,651","22,365","20,452","24,414","28,636","25,553","22,640","28,049","22,586","20,623","28,178","20,171","21,169","36,730","41,309","53,540","47,019","39,329","34,798",263.38,265.36,268.07,262.42,264.85,273.37,274.24,278.67,273.55,268.75,271.14,270.66,269.53,270.99,271.79,266.48,272.02,277.3,276.38,278.81,275.81,270.23,273.57,274.31,275.41,274.79,274.52,272.75,278.52,286.62,284.02,281.42,4.2,4.6,4.6,4.9,6.1,6.4,6.9,6.6,6.4,6.3,6.7,6.9,6.3,6.7,6.6,7,8.2,8.4,9.3,8.5,8.3,8.5,8.1,9,8.2,8.3,9.7,11.5,12.6,10.8,10.9,10.3
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CASA 1921 USA,1921 TEQUILA,1921 TEQUILA,1921 TQL RPSD TQL 80 PRF 750 ML 060860400003,,80,257,50,44,,111,80,45,,40,219,140,,98,40,47,47,,,43,,45,42,94,79,,84,42,22,,,,2,6,1,1,,3,2,1,,1,5,3,,2,1,1,1,,,2,,1,1,2,2,,2,1,1,,,,478.92,514.38,602.29,530,,443.08,478.92,548.07,,481.81,526.26,559.88,,586.71,481.81,572.17,572.17,,,255.93,,542.05,505.9,562.75,471.44,,502.87,505.9,265.66,,,,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,0,,0,0,0,0,,0,0,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CASA 1921 USA,1921 TEQUILA,1921 TEQUILA,1921 TQL RPSD TQL 80 PRF 750 ML 060860400005,92,88,236,38,136,83,,101,225,45,45,76,211,520,585,450,622,675,660,491,519,225,76,78,90,121,,45,31,135,38,,3,2,5,1,3,2,,3,5,1,1,2,5,12,13,10,14,15,15,11,12,5,2,3,2,3,,1,1,3,1,,366.68,526.83,566.43,460.72,544.88,498.38,,404.72,539.45,542.05,542.05,457.84,507.07,519.61,540.05,540.1,533.54,539.88,528.11,535.6,518.73,539.45,457.96,309.54,538.8,485.88,,542.05,379.16,539.88,460.72,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CASA NOBLE IMPORTS,CASA NOBLE,CASA NOBLE,CS NBL DRNK CNTN SET RPSD TQL 1 CT 075030131368,37,,,58,116,,,,,,95,131,19,,,,,,,16,,,,,58,,,,,,,,1,,,1,2,,,,,,2,3,1,,,,,,,1,,,,,1,,,,,,,,36.64,,,57.99,57.99,,,,,,47.32,43.76,19,,,,,,,16.34,,,,,57.99,,,,,,,,0,,,0,0,,,,,,0,0,0,,,,,,,0,,,,,0,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CASA NOBLE IMPORTS,CASA NOBLE,CASA NOBLE,CS NBL RPSD TQL 80 PRF 750 ML 008124004481,"19,489","22,699","48,260","32,489","30,315","32,710","30,283","22,879","21,836","16,994","13,003","28,671","18,017","14,058","16,299","16,843","19,112","27,345","15,696","15,645","19,532","14,252","10,979","27,071","13,830","12,998","24,104","21,527","27,844","29,699","22,136","20,906",444,546,"1,363",852,751,804,753,589,512,394,315,652,388,315,375,385,442,626,348,354,468,333,260,619,311,298,652,512,661,707,515,476,527.25,499.32,425.05,457.55,484.87,488.66,482.7,466.01,511.85,518.4,495.77,528,556.86,535.54,521.63,525.03,519.42,524.24,541.08,530.77,501.47,513.37,506.78,525.38,533.41,523.01,443.6,504.39,505.61,504.01,515.7,526.93,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.4,0.2,0.2,0.3,0.4,0.5,0.4,0.4,0.4
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CASA NOBLE IMPORTS,CASA NOBLE,CASA NOBLE,CS NBL RPSD TQL 80 PRF 750 ML 008124005227,850,"1,350",955,615,"1,245",665,665,720,610,883,440,"1,808",748,768,"1,268",530,"1,713",679,720,298,163,230,230,465,580,405,380,240,180,879,395,110,15,24,17,11,22,12,12,13,11,25,8,43,23,23,33,9,29,13,13,6,3,4,4,8,11,7,7,4,3,16,8,2,679.88,675.22,674.32,671.28,679.09,664.88,664.88,664.7,665.82,422.25,660.54,503.39,388.56,398.95,459.68,706.55,708.9,626.84,664.7,595.88,651.88,690.57,690.57,698.08,633.07,694.56,651.68,720.6,719.88,659.3,592.97,658.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CASA XALIXCO IMPORTS,PURA SANGRE,PURA SANGRE,PR SNG RPSD TQL 10 MO 80 PRF 750 ML 074163812200,,,,,,,,,33,,,,,,62,,30,120,30,,,,33,,,,,,,,,,,,,,,,,,1,,,,,,2,,1,8,1,,,,1,,,,,,,,,,,,,,,,,,397.47,,,,,,371.14,,361.45,180.18,361.45,,,,397.47,,,,,,,,,,,,,,,,,,0,,,,,,0,,0,0,0,,,,0,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CODIGO IMPORTS,CODIGO 1530,CODIGO 1530,CDG 153 RPSD TQL 750 ML 085906100601,"1,587","1,926","2,461","7,561","17,006","10,974","12,751","14,339","11,443","7,018","4,903","10,708","6,882","4,469","4,998","10,812","20,222","14,999","6,596","7,066","16,780","7,477","6,753","15,037","3,589","9,395","12,614","8,782","16,916","31,828","17,005","12,710",26,29,40,108,236,160,181,203,168,102,74,166,101,66,82,165,288,222,99,113,249,117,100,234,56,138,184,130,249,473,255,202,732.86,797.04,738.59,838.7,863.77,823.09,847.87,847.22,819.2,825.02,792.19,775.28,816.61,815.19,731.66,787.9,841.8,811.09,796.8,750.68,809.9,764.72,807.25,769.84,769.38,816.99,822.59,812.12,815.31,807.87,799.54,756.62,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CODORNIU S.A.,TRES RIOS,TRES RIOS,TRS RS RPSD TQL 80 PRF 750 ML 002189379254,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,708,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,433.61,,,,,,,,,,,,,,,,,,,,,,,239.99,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,COLORADO SPIRITS IMPORTERS LLC,SUERTE,SUERTE,SRT RPSD TQL 750 ML 085173800401,"2,154","3,698","1,282","2,878","3,097","2,691",903,"1,566","1,641","2,193",729,"1,072",862,863,"1,006","3,570","12,745","3,593","2,179","4,564","2,996","2,862","1,828","8,554","1,619","1,150","6,598","5,221","4,779","7,535",498,"2,604",58,109,31,101,93,73,25,49,45,59,20,29,24,24,27,122,520,148,70,131,85,81,52,232,45,32,183,146,132,205,15,73,443.47,407.54,501.24,342.61,399.6,445.51,433.53,382.63,442.5,444.06,437.72,443.77,431.12,431.66,447.52,350.45,294.38,291.12,374.53,418.53,423.93,425.76,421.2,443.1,431.72,436.71,432.48,430.47,435.36,441.61,398.25,429.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CONECUH BRANDS,PROSPERO,PROSPERO,PRSP RPSD TQL 80 PRF 750 ML 073604054424,,,,,,,,,,,,,,,,,,,,,,,,126,,416,"1,592","1,414","4,099","4,602","4,057","3,892",,,,,,,,,,,,,,,,,,,,,,,,3,,10,39,35,113,124,114,107,,,,,,,,,,,,,,,,,,,,,,,,503.88,,499.28,489.91,484.79,435.45,445.57,427.22,436.02,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0.1,0.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,"CONSTELLATION BRANDS, INC.",CENZON,CENZON,CNZN RPSD TQL 80 PRF 750 ML 008800403359,,,,,,,,,,,,,,,,"1,332","2,811","6,379","7,070","8,024","11,495","8,630","8,467","11,848","7,593","10,264","12,970","16,078","24,192","21,838","19,532","21,266",,,,,,,,,,,,,,,,38,88,197,224,267,382,282,278,386,262,342,433,519,773,700,652,746,,,,,,,,,,,,,,,,420.81,383.5,388.71,378.93,360.78,361.22,367.24,365.54,368.35,347.5,359.93,359.42,371.89,375.63,374.35,359.5,342.1,,,,,,,,,,,,,,,,0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.3
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,"CONSTELLATION BRANDS, INC.",MI CAMPO,MI CAMPO,MI CMP RPSD TQL 1000 ML 008600327200,,,,,,,,,,,503,485,49,551,274,159,"1,096",221,200,,98,60,42,23,,23,123,189,127,35,54,23,,,,,,,,,,,20,21,2,24,12,7,49,11,10,,4,3,2,1,,1,5,8,5,1,2,1,,,,,,,,,,,224.97,206.54,220.63,205.42,205.46,204.28,202.1,180.56,179.79,,220.63,180.09,189.1,207.12,,207.12,221.13,212.51,228.33,315.23,243.83,207.12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,"CONSTELLATION BRANDS, INC.",MI CAMPO,MI CAMPO,MI CMP RPSD TQL 750 ML 008600327201,,,,,,,,,,,"2,067","9,145","3,420","7,505","12,487","12,006","17,091","24,752","21,499","25,933","33,888","35,149","22,853","26,531","20,815","25,757","41,599","55,985","79,148","90,772","86,231","75,509",,,,,,,,,,,100,455,156,361,598,567,858,"1,256","1,051","1,241","1,623","1,685","1,087","1,255",980,"1,216","1,922","2,570","3,652","4,169","4,025","3,471",,,,,,,,,,,248.61,241.28,263.35,249.53,250.55,254.34,239.24,236.62,245.56,250.85,250.73,250.38,252.41,253.82,254.96,254.24,259.86,261.51,260.2,261.36,257.18,261.13,,,,,,,,,,,0,0,0,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.6,0.8,1,1.1,1.2,1.2
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,CULINARY ARCHITECTS,DON AZUL MAYA,DON AZUL MAYA,DON AZL MY RPSD TQL 80 PRF 750 ML 750221147192,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DESTILADORA AZTECA DE JALISCO SA DE CV,ARETTE,ARETTE,ART RPSD TQL 750 ML 070422820300,,"1,182","1,839",647,"1,254","1,784",749,608,"1,884",612,,"2,373","1,145","3,271","1,961","1,301",609,"1,879",52,,583,,"1,159","1,737",52,576,"2,304","4,042",,"1,173",638,"2,932",,25,38,13,26,37,15,13,39,13,,49,24,68,41,27,13,39,1,,12,,24,36,1,12,48,84,,24,13,61,,575.97,577.29,579.9,577.99,576.16,585.71,575.88,577.28,576.06,,576.16,575.98,576.08,576.05,576.14,576.15,577.26,626.39,,576.17,,575.98,576.04,626.39,575.88,576.17,576.07,,576.07,579.86,576.07,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DESTILADORA AZTECA DE JALISCO SA DE CV,ARETTE,ARETTE,ART RPSD TQL 80 PRF 1000 ML 070422801421,25,,45,25,80,20,,,,,,,,,458,462,462,"1,387","1,498",999,"2,288","1,498",499,"1,498",,,999,"2,012","2,588","1,599",533,"1,066",1,,2,1,4,1,,,,,,,,,18,19,19,56,56,37,93,56,19,56,,,37,75,95,57,19,38,225.14,,202.66,225.14,180.18,180.18,,,,,,,,,224.89,224.97,224.97,224.93,242.94,242.92,222.62,242.94,242.98,242.94,,,242.92,242.95,244.73,251.94,251.98,251.92,0,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DESTILADORA AZTECA DE JALISCO SA DE CV,ARETTE,ARETTE,ART RPSD TQL 80 PRF 750 ML 070422801422,105,135,"1,462","1,692","2,464","3,264","4,649","2,754","4,497","2,521",753,733,"1,874","4,984","4,878","2,175","2,822","3,424","2,670","6,063","5,812","7,984","8,626","5,828","7,121","5,066","7,503","4,265","15,782","13,766","11,555","7,634",4,5,63,72,106,134,200,116,176,86,28,27,76,190,186,89,112,133,115,260,228,321,359,252,287,220,297,182,616,552,475,309,314.9,323.62,279.75,282.43,279.67,292.89,278.42,286.13,307.52,350.94,317.85,320.3,297.92,315.67,315.31,294.33,302.97,309.2,279.64,279.79,306.64,298.44,288.43,277.23,298.05,277.02,303.64,281.5,307.33,299.61,291.85,296.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0.1,0,0.1,0.1,0.1,0.1
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DESTILADOS OLE SA DE CV,AHA YETO,AHA YETO,AHA YT RPSD TQL 80 PRF 750 ML 089956300295,100,100,50,150,287,350,200,449,450,246,138,136,100,120,188,50,92,100,146,50,,50,50,46,,791,,704,,,,,2,2,1,3,6,7,4,9,9,5,3,3,2,3,4,1,2,2,3,1,,1,1,1,,14,,12,,,,,598.68,598.68,602.29,599.88,574.22,600.07,600.18,598.43,599.88,589.81,551.68,543.12,598.08,479.96,563.99,602.29,550.78,598.08,583.48,602.29,,602.29,602.29,554.1,,684.27,,683.99,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,CASAMIGOS,CASAMIGOS,CSMG RPSD TQL 80 PRF 375 ML 008308945135,"6,216","6,964","7,665","7,350","7,844","4,748","3,633","1,434","2,422","2,230",861,668,"1,061",256,736,188,987,"1,459",130,744,"1,712",150,229,817,"1,783",,56,142,,14,,,232,271,287,265,288,170,129,51,88,82,32,26,40,9,29,7,40,65,7,28,66,9,11,32,68,,2,5,,1,,,642.1,617.14,639.75,664.71,653.38,668.9,676.16,678.52,657.01,656.2,640.15,615.36,637.07,680.59,606.39,643.6,586.47,534.23,444.97,636.27,618,399.76,498.67,610.59,628.53,,674.46,679.19,,333.1,,,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,CASAMIGOS,CASAMIGOS,CSMG RPSD TQL 80 PRF 375 ML 085672400622,"5,957","5,528","5,836","5,481","9,224","16,146","18,290","10,944","16,692","11,039","16,465","18,993","10,440","14,566","16,589","20,619","13,726","22,297","15,548","20,245","30,778","16,531","18,112","20,452","6,716","10,291","19,816","21,504","30,849","32,328","25,025","17,986",221,204,217,205,343,611,696,424,642,428,629,746,406,564,637,785,549,871,593,740,"1,113",635,690,787,270,393,738,776,"1,090","1,163",843,601,647.62,649.18,645.44,642.6,644.33,633.43,630.39,619.31,623.52,618.25,627.66,610.15,616.7,619.34,624.53,629.87,599.7,614.2,629.13,656.33,663.16,623.94,629.1,623.58,596.84,628.02,644.17,664.86,678.8,666.52,711.52,717.56,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.5,0.5,0.4,0.4
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,CASAMIGOS,CASAMIGOS,CSMG RPSD TQL 80 PRF 50 ML 008308945115,253,344,382,220,199,192,186,161,240,154,186,187,59,36,76,16,47,69,56,54,31,35,21,82,39,33,58,,75,105,34,17,87,94,117,85,75,97,80,42,60,39,47,47,15,9,19,4,12,20,17,15,9,10,6,25,11,9,18,,15,27,12,6,520.43,653.65,583.86,461.66,473.29,352.76,416.16,685.06,713.63,708.3,708.48,710.76,705.36,728.2,717.08,725.46,696.72,617.86,587.68,641.07,628.2,623.21,615.88,586.79,627.26,658.2,577.43,,887.64,688.88,505.67,512.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,CASAMIGOS,CASAMIGOS,CSMG RPSD TQL 80 PRF 750 ML 008308945100,"11,501","11,763","19,390","12,485","12,001","13,214","10,483","4,905","6,768","4,402","6,189","7,186","3,830","16,739","3,298","3,301","3,649","4,196","3,131","1,613","3,297","1,904","1,948","4,282","1,382","1,510","2,148","1,642","2,779","1,949","10,312","2,268",253,266,426,275,274,300,233,105,153,106,139,165,84,415,73,74,81,88,69,38,71,39,40,91,29,35,43,34,58,41,210,49,546.05,530.86,546.5,544.2,525.76,529.66,540.32,560.27,530.57,498.51,534.46,522.48,547.39,484.36,542.4,535.45,540.45,572.46,544.68,509.67,557.64,585.93,584.72,563.86,571.99,517.79,599.7,579.95,575.29,566.02,590.82,555.59,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,CASAMIGOS,CASAMIGOS,CSMG RPSD TQL 80 PRF 750 ML 065234140102,97,185,85,127,45,241,48,,90,92,,184,,,,3,45,97,,,90,45,,,,102,180,97,91,393,103,792,2,4,2,3,1,5,1,,2,2,,4,,,,1,1,2,,,2,1,,,,2,4,2,2,8,2,16,580.72,556.76,507.67,508.68,542.05,577.82,578.19,,538.8,550.78,,552.43,,,,36.02,542.05,580.72,,,538.8,542.05,,,,610.66,540.42,583.71,546.89,589.97,619.64,594.03,0,0,0,0,0,0,0,,0,0,,0,,,,0,0,0,,,0,0,,,,0,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,CASAMIGOS,CASAMIGOS,CSMG RPSD TQL 80 PRF 750 ML 085672400621,"254,338","338,765","372,342","357,270","442,577","520,042","511,568","465,959","547,998","384,054","435,292","637,308","409,934","432,121","478,677","437,442","532,390","674,804","631,036","584,556","713,829","506,130","502,001","881,327","585,151","559,740","1,029,086","1,015,567","1,472,791","1,591,779","1,354,988","1,297,252","5,379","7,194","7,975","7,590","9,636","11,010","11,054","9,878","11,636","8,417","9,628","14,091","8,687","9,120","9,824","9,244","11,414","14,036","13,418","12,213","14,885","10,633","10,674","18,978","12,352","11,595","20,556","20,374","29,504","31,506","27,062","26,038",567.64,565.34,560.49,565.09,551.35,567.02,555.58,566.26,565.35,547.75,542.77,542.95,566.49,568.79,584.91,568.08,559.95,577.17,564.59,574.6,575.7,571.45,564.59,557.5,568.7,579.53,600.99,598.4,599.25,606.52,601.07,598.09,2.1,2.4,2.4,2.6,3.2,3.1,3.4,3.2,3.3,3.1,3.5,3.9,3.2,3.4,3.2,3.5,4.4,4.3,4.8,4.5,4.4,4.3,4.2,5.3,4.6,4.6,5.4,6.4,7.7,7,7.4,7.3
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,CASAMIGOS,CASAMIGOS,CSMG RPSD TQL 80 PRF 750 ML 085672400630,"5,190","2,294",494,"1,195","1,985","1,083",225,427,895,402,"1,094","6,578",838,318,,52,368,171,,,99,"1,395","17,238","70,728","16,405","8,923","4,960","5,288","4,458","2,697","1,229",558,116,46,10,27,43,24,5,8,18,8,22,139,16,10,,1,7,3,,,2,31,391,"1,573",353,186,103,110,86,51,22,11,539.19,594.22,592.92,531.18,554.1,540.47,539.45,607.99,599.28,603.48,603.85,566.99,628.54,381.63,,626.39,631.1,683.88,,,592.7,540.16,529.19,539.94,557.9,576.98,575.77,578.76,620.53,631.26,681.69,609.05,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,,0,0,0,,,0,0,0.2,0.6,0.2,0.1,0,0,0,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,CASAMIGOS,CASAMIGOS,CSMG RPSD TQL 80 PRF SHKR BOX 750 ML 085672400638,,,,,,,,,,"1,400","15,109","37,755","5,310",432,245,,,197,,53,148,50,50,450,,,,55,,45,146,50,,,,,,,,,,35,356,885,123,10,5,,,4,,1,3,1,1,11,,,,1,,1,3,1,,,,,,,,,,479.99,509.48,512.13,518.26,518.49,587.41,,,591.47,,638.43,591.88,602.29,602.29,491.15,,,,662.53,,542.05,583.88,608.31,,,,,,,,,,0,0.2,0.4,0.1,0,0,,,0,,0,0,0,0,0,,,,0,,0,0,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,DELEON,DELEON,DLN RPSD TQL 80 PRF 375 ML 008200000419,,,,,,,,,39,"3,640",,,,,,"2,002",,,,,,,,,,,,,,,,,,,,,,,,,1,93,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,940.24,935.04,,,,,,935.14,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,DELEON,DELEON,DLN RPSD TQL 80 PRF 50 ML 008200000407,,,,,,,,,,,,,,,,88,40,132,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,10,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.66,712.5,711.73,704.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,DELEON,DELEON,DLN RPSD TQL 80 PRF 750 ML 008200000408,"11,256","8,013","12,661","10,724","6,064","15,260","7,330","9,325","9,671","14,377","6,933","9,949","11,491","9,495","16,775","12,849","21,242","18,224","14,821","11,704","7,958","3,704","3,374","7,179","7,833","3,799","6,518","7,364","15,141","8,369","4,727","3,984",463,235,301,208,160,360,193,201,260,374,187,269,417,239,438,332,564,523,406,321,230,104,95,197,202,101,170,189,399,224,126,108,291.73,409.74,505.63,619.4,454.14,508.26,455.88,555.58,447.3,461.96,444.58,443.81,331.17,476.32,460.27,465.06,452.53,418.05,437.87,437.32,415.97,428.61,424.72,438.36,465.44,451.78,459.77,466.71,455.31,448.34,449.91,441.33,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0
Total US xAOC,ALCOHOL,TEQUILA,TEQUILA REPOSADO,DIAGEO PLC,DELEON,DELEON,DLN RPSD TQL 80 PRF 750 ML 089801700201,80,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,963.74,,,,,,,,,,,,,,,,,,,,,413.25,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
